      x      |      eta     |      t       |      Hp      |    dHp/dx    |   ddHp/ddx   |      Chi     |      d_A     |      d_L     | Sum_Dens_Params |    Omega_B   |   Omega_CDM  | Omega_Lambda |  Omega_gamma |   Omega_Nu   |   Omega_K    
    -10.6547 |  9.34578e+24 |  1.29318e+10 |  9.23522e-16 |            0 |            0 |  4.37578e+26 |  1.03228e+22 |  1.85487e+31 |               1 |    0.0117161 |    0.0625637 |  2.10087e-15 |     0.547191 |      0.37853 |            0 
    -10.6426 |   9.3497e+24 |  1.32422e+10 |  9.12905e-16 |            0 |            0 |  4.37574e+26 |  1.04474e+22 |   1.8327e+31 |               1 |     0.011847 |     0.063263 |   2.2023e-15 |       0.5467 |      0.37819 |            0 
    -10.6306 |  9.35367e+24 |  1.35601e+10 |  9.02414e-16 |            0 |            0 |   4.3757e+26 |  1.05736e+22 |   1.8108e+31 |               1 |    0.0119793 |    0.0639694 |  2.30861e-15 |     0.546204 |     0.377847 |            0 
    -10.6186 |  9.35768e+24 |  1.38855e+10 |  8.92048e-16 |            0 |            0 |  4.37566e+26 |  1.07013e+22 |  1.78917e+31 |               1 |    0.0121129 |    0.0646831 |  2.42002e-15 |     0.545703 |     0.377501 |            0 
    -10.6066 |  9.36174e+24 |  1.42188e+10 |  8.81806e-16 |            0 |            0 |  4.37562e+26 |  1.08305e+22 |  1.76779e+31 |               1 |     0.012248 |    0.0654041 |  2.53678e-15 |     0.545197 |     0.377151 |            0 
    -10.5946 |  9.36585e+24 |    1.456e+10 |  8.71685e-16 |            0 |            0 |  4.37557e+26 |  1.09613e+22 |  1.74666e+31 |               1 |    0.0123843 |    0.0661324 |  2.65915e-15 |     0.544686 |     0.376797 |            0 
    -10.5826 |  9.37001e+24 |  1.49093e+10 |  8.61686e-16 |            0 |            0 |  4.37553e+26 |  1.10936e+22 |  1.72579e+31 |               1 |    0.0125221 |    0.0668681 |  2.78739e-15 |      0.54417 |      0.37644 |            0 
    -10.5706 |  9.37421e+24 |   1.5267e+10 |  8.51806e-16 |            0 |            0 |  4.37549e+26 |  1.12276e+22 |  1.70517e+31 |               1 |    0.0126613 |    0.0676113 |  2.92178e-15 |     0.543648 |     0.376079 |            0 
    -10.5586 |  9.37846e+24 |  1.56331e+10 |  8.42043e-16 |            0 |            0 |  4.37545e+26 |  1.13632e+22 |  1.68479e+31 |               1 |    0.0128019 |     0.068362 |  3.06263e-15 |     0.543122 |     0.375715 |            0 
    -10.5465 |  9.38276e+24 |   1.6008e+10 |  8.32397e-16 |            0 |            0 |  4.37541e+26 |  1.15004e+22 |  1.66466e+31 |               1 |    0.0129439 |    0.0691204 |  3.21022e-15 |     0.542589 |     0.375346 |            0 
    -10.5345 |  9.38712e+24 |  1.63918e+10 |  8.22866e-16 |            0 |            0 |  4.37536e+26 |  1.16392e+22 |  1.64477e+31 |               1 |    0.0130873 |    0.0698863 |   3.3649e-15 |     0.542052 |     0.374975 |            0 
    -10.5225 |  9.39152e+24 |  1.67847e+10 |  8.13448e-16 |            0 |            0 |  4.37532e+26 |  1.17798e+22 |  1.62511e+31 |               1 |    0.0132322 |      0.07066 |  3.52698e-15 |     0.541509 |     0.374599 |            0 
    -10.5105 |  9.39597e+24 |  1.71869e+10 |  8.04143e-16 |            0 |            0 |  4.37527e+26 |   1.1922e+22 |  1.60569e+31 |               1 |    0.0133786 |    0.0714415 |  3.69684e-15 |      0.54096 |      0.37422 |            0 
    -10.4985 |  9.40047e+24 |  1.75987e+10 |  7.94948e-16 |            0 |            0 |  4.37523e+26 |  1.20659e+22 |   1.5865e+31 |               1 |    0.0135264 |    0.0722308 |  3.87483e-15 |     0.540406 |     0.373836 |            0 
    -10.4865 |  9.40503e+24 |  1.80204e+10 |  7.85863e-16 |            0 |            0 |  4.37518e+26 |  1.22116e+22 |  1.56754e+31 |               1 |    0.0136756 |     0.073028 |  4.06134e-15 |     0.539847 |     0.373449 |            0 
    -10.4745 |  9.40964e+24 |  1.84521e+10 |  7.76886e-16 |            0 |            0 |  4.37514e+26 |  1.23591e+22 |  1.54881e+31 |               1 |    0.0138264 |    0.0738331 |  4.25679e-15 |     0.539282 |     0.373058 |            0 
    -10.4625 |   9.4143e+24 |   1.8894e+10 |  7.68017e-16 |            0 |            0 |  4.37509e+26 |  1.25083e+22 |   1.5303e+31 |               1 |    0.0139787 |    0.0746463 |  4.46158e-15 |     0.538711 |     0.372664 |            0 
    -10.4505 |  9.41902e+24 |  1.93465e+10 |  7.59253e-16 |            0 |            0 |  4.37504e+26 |  1.26593e+22 |  1.51201e+31 |               1 |    0.0141325 |    0.0754675 |  4.67618e-15 |     0.538135 |     0.372265 |            0 
    -10.4384 |  9.42379e+24 |  1.98098e+10 |  7.50593e-16 |            0 |            0 |    4.375e+26 |  1.28121e+22 |  1.49394e+31 |               1 |    0.0142878 |    0.0762969 |  4.90104e-15 |     0.537553 |     0.371862 |            0 
    -10.4264 |  9.42861e+24 |   2.0284e+10 |  7.42037e-16 |            0 |            0 |  4.37495e+26 |  1.29668e+22 |  1.47609e+31 |               1 |    0.0144447 |    0.0771344 |  5.13665e-15 |     0.536965 |     0.371456 |            0 
    -10.4144 |  9.43349e+24 |  2.07694e+10 |  7.33582e-16 |            0 |            0 |   4.3749e+26 |  1.31234e+22 |  1.45845e+31 |               1 |     0.014603 |    0.0779803 |  5.38353e-15 |     0.536372 |     0.371045 |            0 
    -10.4024 |  9.43843e+24 |  2.12664e+10 |  7.25229e-16 |            0 |            0 |  4.37485e+26 |  1.32818e+22 |  1.44102e+31 |               1 |     0.014763 |    0.0788344 |   5.6422e-15 |     0.535772 |      0.37063 |            0 
    -10.3904 |  9.44342e+24 |  2.17751e+10 |  7.16974e-16 |            0 |            0 |   4.3748e+26 |  1.34422e+22 |  1.42379e+31 |               1 |    0.0149245 |    0.0796969 |  5.91322e-15 |     0.535167 |     0.370212 |            0 
    -10.3784 |  9.44848e+24 |  2.22959e+10 |  7.08819e-16 |            0 |            0 |  4.37475e+26 |  1.36044e+22 |  1.40678e+31 |               1 |    0.0150876 |    0.0805679 |  6.19719e-15 |     0.534556 |     0.369789 |            0 
    -10.3664 |  9.45359e+24 |  2.28291e+10 |   7.0076e-16 |            0 |            0 |   4.3747e+26 |  1.37687e+22 |  1.38996e+31 |               1 |    0.0152523 |    0.0814474 |  6.49472e-15 |     0.533938 |     0.369362 |            0 
    -10.3544 |  9.45875e+24 |   2.3375e+10 |  6.92797e-16 |            0 |            0 |  4.37465e+26 |  1.39349e+22 |  1.37335e+31 |               1 |    0.0154186 |    0.0823354 |  6.80644e-15 |     0.533315 |     0.368931 |            0 
    -10.3423 |  9.46398e+24 |  2.39339e+10 |  6.84929e-16 |            0 |            0 |  4.37459e+26 |  1.41031e+22 |  1.35694e+31 |               1 |    0.0155865 |    0.0832321 |  7.13303e-15 |     0.532686 |     0.368496 |            0 
    -10.3303 |  9.46927e+24 |   2.4506e+10 |  6.77155e-16 |            0 |            0 |  4.37454e+26 |  1.42734e+22 |  1.34072e+31 |               1 |    0.0157561 |    0.0841374 |   7.4752e-15 |     0.532051 |     0.368056 |            0 
    -10.3183 |  9.47462e+24 |  2.50917e+10 |  6.69473e-16 |            0 |            0 |  4.37449e+26 |  1.44457e+22 |  1.32469e+31 |               1 |    0.0159272 |    0.0850515 |  7.83368e-15 |     0.531409 |     0.367612 |            0 
    -10.3063 |  9.48003e+24 |  2.56912e+10 |  6.61883e-16 |            0 |            0 |  4.37443e+26 |  1.46201e+22 |  1.30886e+31 |               1 |    0.0161001 |    0.0859744 |  8.20925e-15 |     0.530761 |     0.367164 |            0 
    -10.2943 |   9.4855e+24 |  2.63049e+10 |  6.54383e-16 |            0 |            0 |  4.37438e+26 |  1.47966e+22 |  1.29322e+31 |               1 |    0.0162746 |    0.0869061 |   8.6027e-15 |     0.530107 |     0.366712 |            0 
    -10.2823 |  9.49103e+24 |   2.6933e+10 |  6.46973e-16 |            0 |            0 |  4.37432e+26 |  1.49752e+22 |  1.27776e+31 |               1 |    0.0164507 |    0.0878468 |   9.0149e-15 |     0.529447 |     0.366255 |            0 
    -10.2703 |  9.49663e+24 |  2.75761e+10 |  6.39651e-16 |            0 |            0 |  4.37427e+26 |   1.5156e+22 |  1.26249e+31 |               1 |    0.0166286 |    0.0887965 |  9.44671e-15 |     0.528781 |     0.365794 |            0 
    -10.2583 |  9.50229e+24 |  2.82344e+10 |  6.32416e-16 |            0 |            0 |  4.37421e+26 |  1.53389e+22 |   1.2474e+31 |               1 |    0.0168081 |    0.0897552 |  9.89908e-15 |     0.528108 |     0.365329 |            0 
    -10.2462 |  9.50802e+24 |  2.89082e+10 |  6.25267e-16 |            0 |            0 |  4.37415e+26 |  1.55241e+22 |  1.23249e+31 |               1 |    0.0169893 |     0.090723 |   1.0373e-14 |     0.527429 |     0.364859 |            0 
    -10.2342 |  9.51381e+24 |  2.95981e+10 |  6.18203e-16 |            0 |            0 |   4.3741e+26 |  1.57115e+22 |  1.21775e+31 |               1 |    0.0171723 |       0.0917 |  1.08694e-14 |     0.526743 |     0.364385 |            0 
    -10.2222 |  9.51967e+24 |  3.03043e+10 |  6.11223e-16 |            0 |            0 |  4.37404e+26 |  1.59011e+22 |   1.2032e+31 |               1 |     0.017357 |    0.0926862 |  1.13894e-14 |     0.526051 |     0.363906 |            0 
    -10.2102 |   9.5256e+24 |  3.10272e+10 |  6.04326e-16 |            0 |            0 |  4.37398e+26 |  1.60931e+22 |  1.18882e+31 |               1 |    0.0175434 |    0.0936816 |  1.19341e-14 |     0.525352 |     0.363422 |            0 
    -10.1982 |  9.53159e+24 |  3.17672e+10 |  5.97512e-16 |            0 |            0 |  4.37392e+26 |  1.62873e+22 |   1.1746e+31 |               1 |    0.0177315 |    0.0946865 |  1.25047e-14 |     0.524647 |     0.362935 |            0 
    -10.1862 |  9.53765e+24 |  3.25246e+10 |  5.90778e-16 |            0 |            0 |  4.37386e+26 |  1.64839e+22 |  1.16056e+31 |               1 |    0.0179215 |    0.0957007 |  1.31024e-14 |     0.523936 |     0.362442 |            0 
    -10.1742 |  9.54378e+24 |  3.32999e+10 |  5.84125e-16 |            0 |            0 |   4.3738e+26 |  1.66829e+22 |  1.14669e+31 |               1 |    0.0181132 |    0.0967244 |  1.37285e-14 |     0.523217 |     0.361945 |            0 
    -10.1622 |  9.54998e+24 |  3.40934e+10 |  5.77551e-16 |            0 |            0 |  4.37373e+26 |  1.68842e+22 |  1.13298e+31 |               1 |    0.0183067 |    0.0977576 |  1.43843e-14 |     0.522492 |     0.361444 |            0 
    -10.1502 |  9.55625e+24 |  3.49056e+10 |  5.71055e-16 |            0 |            0 |  4.37367e+26 |   1.7088e+22 |  1.11944e+31 |               1 |    0.0185019 |    0.0988003 |  1.50711e-14 |      0.52176 |     0.360937 |            0 
    -10.1381 |  9.56259e+24 |  3.57371e+10 |  5.64636e-16 |            0 |            0 |  4.37361e+26 |  1.72943e+22 |  1.10606e+31 |               1 |     0.018699 |    0.0998527 |  1.57906e-14 |     0.521022 |     0.360427 |            0 
    -10.1261 |  9.56901e+24 |  3.65881e+10 |  5.58294e-16 |            0 |            0 |  4.37354e+26 |   1.7503e+22 |  1.09283e+31 |               1 |    0.0188979 |     0.100915 |  1.65441e-14 |     0.520276 |     0.359911 |            0 
    -10.1141 |  9.57549e+24 |  3.74593e+10 |  5.52027e-16 |            0 |            0 |  4.37348e+26 |  1.77143e+22 |  1.07977e+31 |               1 |    0.0190986 |     0.101987 |  1.73333e-14 |     0.519524 |     0.359391 |            0 
    -10.1021 |  9.58205e+24 |  3.83511e+10 |  5.45834e-16 |            0 |            0 |  4.37341e+26 |  1.79281e+22 |  1.06686e+31 |               1 |    0.0193012 |     0.103068 |  1.81599e-14 |     0.518765 |     0.358865 |            0 
    -10.0901 |  9.58869e+24 |  3.92639e+10 |  5.39716e-16 |            0 |            0 |  4.37335e+26 |  1.81444e+22 |  1.05411e+31 |               1 |    0.0195056 |      0.10416 |  1.90256e-14 |     0.517999 |     0.358336 |            0 
    -10.0781 |   9.5954e+24 |  4.01982e+10 |   5.3367e-16 |            0 |            0 |  4.37328e+26 |  1.83634e+22 |   1.0415e+31 |               1 |    0.0197118 |     0.105261 |  1.99323e-14 |     0.517226 |     0.357801 |            0 
    -10.0661 |  9.60218e+24 |  4.11544e+10 |  5.27696e-16 |            0 |            0 |  4.37321e+26 |   1.8585e+22 |  1.02905e+31 |               1 |      0.01992 |     0.106373 |  2.08819e-14 |     0.516446 |     0.357261 |            0 
    -10.0541 |  9.60905e+24 |  4.21331e+10 |  5.21793e-16 |            0 |            0 |  4.37314e+26 |  1.88093e+22 |  1.01675e+31 |               1 |      0.02013 |     0.107494 |  2.18763e-14 |     0.515659 |     0.356717 |            0 
     -10.042 |  9.61599e+24 |  4.31348e+10 |   5.1596e-16 |            0 |            0 |  4.37307e+26 |  1.90363e+22 |  1.00459e+31 |               1 |    0.0203418 |     0.108625 |  2.29177e-14 |     0.514865 |     0.356168 |            0 
      -10.03 |  9.62301e+24 |    4.416e+10 |  5.10196e-16 |            0 |            0 |    4.373e+26 |  1.92661e+22 |  9.92582e+30 |               1 |    0.0205556 |     0.109767 |  2.40083e-14 |     0.514064 |     0.355613 |            0 
     -10.018 |   9.6301e+24 |  4.52093e+10 |  5.04501e-16 |            0 |            0 |  4.37293e+26 |  1.94986e+22 |  9.80715e+30 |               1 |    0.0207713 |     0.110919 |  2.51504e-14 |     0.513256 |     0.355054 |            0 
     -10.006 |  9.63728e+24 |  4.62833e+10 |  4.98874e-16 |            0 |            0 |  4.37286e+26 |  1.97339e+22 |  9.68989e+30 |               1 |    0.0209889 |     0.112081 |  2.63465e-14 |      0.51244 |      0.35449 |            0 
    -9.99399 |  9.64454e+24 |  4.73827e+10 |  4.93313e-16 |            0 |            0 |  4.37279e+26 |   1.9972e+22 |  9.57403e+30 |               1 |    0.0212085 |     0.113253 |  2.75989e-14 |     0.511617 |     0.353921 |            0 
    -9.98198 |  9.65188e+24 |  4.85079e+10 |  4.87819e-16 |            0 |            0 |  4.37271e+26 |   2.0213e+22 |  9.45956e+30 |               1 |    0.0214299 |     0.114436 |  2.89103e-14 |     0.510787 |     0.353347 |            0 
    -9.96997 |  9.65931e+24 |  4.96595e+10 |   4.8239e-16 |            0 |            0 |  4.37264e+26 |  2.04569e+22 |  9.34645e+30 |               1 |    0.0216534 |     0.115629 |  3.02836e-14 |      0.50995 |     0.352768 |            0 
    -9.95796 |  9.66681e+24 |  5.08382e+10 |  4.77025e-16 |            0 |            0 |  4.37257e+26 |  2.07038e+22 |  9.23469e+30 |               1 |    0.0218787 |     0.116832 |  3.17216e-14 |     0.509106 |     0.352183 |            0 
    -9.94595 |   9.6744e+24 |  5.20445e+10 |  4.71724e-16 |            0 |            0 |  4.37249e+26 |  2.09536e+22 |  9.12427e+30 |               1 |    0.0221061 |     0.118046 |  3.32273e-14 |     0.508254 |     0.351594 |            0 
    -9.93393 |  9.68208e+24 |   5.3279e+10 |  4.66486e-16 |            0 |            0 |  4.37241e+26 |  2.12065e+22 |  9.01517e+30 |               1 |    0.0223354 |     0.119271 |  3.48038e-14 |     0.507394 |        0.351 |            0 
    -9.92192 |  9.68984e+24 |  5.45424e+10 |  4.61311e-16 |            0 |            0 |  4.37233e+26 |  2.14624e+22 |  8.90737e+30 |               1 |    0.0225667 |     0.120506 |  3.64545e-14 |     0.506527 |       0.3504 |            0 
    -9.90991 |  9.69769e+24 |  5.58354e+10 |  4.56196e-16 |            0 |            0 |  4.37226e+26 |  2.17213e+22 |  8.80085e+30 |               1 |       0.0228 |     0.121752 |  3.81828e-14 |     0.505653 |     0.349795 |            0 
     -9.8979 |  9.70563e+24 |  5.71586e+10 |  4.51143e-16 |            0 |            0 |  4.37218e+26 |  2.19834e+22 |  8.69561e+30 |               1 |    0.0230352 |     0.123008 |  3.99923e-14 |     0.504771 |     0.349185 |            0 
    -9.88589 |  9.71366e+24 |  5.85129e+10 |  4.46149e-16 |            0 |            0 |   4.3721e+26 |  2.22487e+22 |  8.59163e+30 |               1 |    0.0232725 |     0.124275 |  4.18869e-14 |     0.503882 |      0.34857 |            0 
    -9.87387 |  9.72178e+24 |   5.9899e+10 |  4.41215e-16 |            0 |            0 |  4.37202e+26 |  2.25171e+22 |  8.48888e+30 |               1 |    0.0235118 |     0.125553 |  4.38704e-14 |     0.502985 |      0.34795 |            0 
    -9.86186 |  9.72998e+24 |  6.13175e+10 |  4.36339e-16 |            0 |            0 |  4.37193e+26 |  2.27888e+22 |  8.38737e+30 |               1 |    0.0237532 |     0.126842 |   4.5947e-14 |     0.502081 |     0.347324 |            0 
    -9.84985 |  9.73828e+24 |  6.27693e+10 |  4.31522e-16 |            0 |            0 |  4.37185e+26 |  2.30637e+22 |  8.28706e+30 |               1 |    0.0239966 |     0.128142 |  4.81209e-14 |     0.501169 |     0.346693 |            0 
    -9.83784 |  9.74667e+24 |  6.42551e+10 |  4.26761e-16 |            0 |            0 |  4.37177e+26 |   2.3342e+22 |  8.18796e+30 |               1 |     0.024242 |     0.129452 |  5.03969e-14 |     0.500249 |     0.346057 |            0 
    -9.82583 |  9.75516e+24 |  6.57755e+10 |  4.22057e-16 |            0 |            0 |  4.37168e+26 |  2.36236e+22 |  8.09004e+30 |               1 |    0.0244894 |     0.130774 |  5.27794e-14 |     0.499322 |     0.345415 |            0 
    -9.81381 |  9.76374e+24 |  6.73313e+10 |  4.17408e-16 |            0 |            0 |   4.3716e+26 |  2.39086e+22 |  7.99328e+30 |               1 |     0.024739 |     0.132106 |  5.52736e-14 |     0.498387 |     0.344768 |            0 
     -9.8018 |  9.77241e+24 |  6.89234e+10 |  4.12815e-16 |            0 |            0 |  4.37151e+26 |  2.41971e+22 |  7.89769e+30 |               1 |    0.0249906 |      0.13345 |  5.78845e-14 |     0.497444 |     0.344116 |            0 
    -9.78979 |  9.78118e+24 |  7.05526e+10 |  4.08276e-16 |            0 |            0 |  4.37142e+26 |   2.4489e+22 |  7.80323e+30 |               1 |    0.0252442 |     0.134804 |  6.06175e-14 |     0.496493 |     0.343459 |            0 
