#          chi2            h           OmegaM           OmegaK               Acceptrate
        37.9866        0.730518        0.378957       -0.400997                19.3275%
        41.8059        0.728471        0.378196       -0.438868                19.3288%
        38.0135        0.733177        0.388704       -0.474104                19.3293%
        40.9712        0.730053        0.382001       -0.458376                19.3286%
        40.1192        0.728378        0.377141       -0.418474                19.3299%
        41.9358        0.725192        0.377705       -0.392772                19.3308%
        35.9027        0.742525         0.37144       -0.495274                19.3317%
        36.0358        0.739146        0.371032       -0.461064                19.3276%
        37.9786        0.736546        0.405551       -0.490195                19.3247%
        37.4766        0.734284        0.354715        -0.42701                19.3256%
         38.182        0.732705        0.402157       -0.471482                19.3274%
        37.9303        0.731448        0.347647       -0.386102                19.3279%
        36.6468        0.733622        0.333299       -0.319446                19.3288%
        35.8054        0.738578        0.336143       -0.386852                19.3276%
        36.1585        0.734909        0.337411       -0.379445                19.3289%
        35.8778        0.739273        0.369612       -0.467853                19.3231%
        37.4957        0.736281        0.390056       -0.510794                19.3232%
        38.1372        0.737014        0.431121       -0.582698                19.3237%
        38.9838        0.739918        0.454747       -0.624007                19.3166%
        41.5113        0.739948        0.490284       -0.753889                19.3179%
        37.8697        0.743865        0.443456       -0.689603                19.3193%
        43.8712         0.75193        0.433259       -0.635567                19.3198%
          37.88        0.747493        0.409366       -0.588082                19.3211%
        42.7274        0.732837        0.475904       -0.638479                19.322%
         44.501         0.73135         0.48957       -0.622444                19.3238%
        41.2103        0.736434        0.477217       -0.642256                19.3226%
        40.7256        0.740487        0.474943       -0.657073                19.3243%
        37.5285        0.742782        0.425133       -0.586908                19.3227%
        36.0773         0.74438        0.400473       -0.583759                19.3232%
        36.1923        0.744182        0.379011       -0.518514                19.325%
        39.0827        0.738445        0.406384       -0.490927                19.3263%
        38.4192        0.734375        0.374657       -0.474492                19.3277%
        38.0191        0.734658        0.382521       -0.420339                19.3282%
        37.9339        0.738491        0.347424       -0.373169                19.3295%
        37.5961        0.732235          0.3831       -0.437107                19.3312%
         37.266        0.744141        0.303141       -0.368145                19.3313%
        36.2949        0.742325        0.327226       -0.398723                19.3322%
        36.9236        0.736183        0.321759       -0.376554                19.3315%
        38.8042        0.735384        0.313171       -0.370879                19.3328%
        36.6219        0.730093        0.324879       -0.303538                19.3346%
        40.8628        0.731424        0.297718       -0.316631                19.3342%
        38.1826         0.72798        0.342871       -0.333692                19.3334%
        38.8671        0.725234        0.352738       -0.298774                19.3343%
        40.4998        0.737869        0.333021       -0.316284                19.3344%
        36.7502         0.73574        0.258773       -0.224109                19.3349%
         36.047        0.731327        0.293866       -0.249452                19.3325%
        37.9551        0.728131        0.348295       -0.302755                19.3325%
        38.7359        0.724138         0.33866       -0.263925                19.3322%
        38.5422        0.732976        0.273561       -0.263013                19.3331%
        38.7173        0.724363        0.290179       -0.204358                19.3349%
         38.945        0.737228        0.273491       -0.206842                19.3366%
        39.8052        0.736633        0.250424       -0.250429                19.3379%
        37.0031        0.737644        0.278904       -0.245491                19.3393%
        36.2624        0.736423        0.277584       -0.248728                19.3402%
        36.9538        0.731523        0.319829        -0.32355                19.3411%
        36.3401        0.737865        0.302922       -0.339846                19.3424%
        36.0253        0.737085        0.291872       -0.289503                19.3433%
        36.6705        0.736341        0.289841       -0.255368                19.3447%
        38.5285        0.739512        0.260376       -0.279015                19.346%
        38.5962        0.741256        0.301847       -0.305867                19.3448%
         38.001         0.73306        0.283449       -0.279747                19.3466%
        39.1978        0.741724        0.290139       -0.284374                19.3475%
        35.9334        0.732374        0.288641       -0.236731                19.3492%
        37.4915          0.7251         0.31141          -0.212                19.351%
        38.3924        0.734952        0.315157       -0.269854                19.349%
        37.0445         0.73054        0.278713       -0.233707                19.3507%
        39.7273        0.731629        0.326753       -0.252962                19.3508%
        44.3302        0.723909        0.311329       -0.282745                19.3525%
        37.3977        0.727677        0.335244       -0.294998                19.3513%
        36.0003        0.732145        0.312272       -0.284314                19.3514%
        36.2908         0.73477        0.285693       -0.274921                19.3523%
        39.4054        0.743689        0.266761       -0.270402                19.3541%
        37.6368        0.730093        0.308415        -0.22246                19.3529%
        39.1225        0.723523        0.318726       -0.183812                19.3546%
        38.1579        0.735007        0.272475       -0.189337                19.3522%
        37.9358        0.731922         0.26759       -0.151382                19.3535%
        37.0879        0.733532        0.314451       -0.270648                19.3527%
         37.978        0.734054        0.268498       -0.255508                19.3545%
        36.3587         0.73957        0.297926       -0.336211                19.3554%
        36.1762        0.737656        0.324075       -0.382248                19.3567%
        36.2263        0.737171        0.325958       -0.382972                19.3555%
        36.4801        0.734189        0.333514       -0.371629                19.3573%
        38.2047        0.733428        0.370555       -0.380883                19.3582%
        37.6949        0.730813        0.363222       -0.357532                19.3541%
        36.9937        0.736209        0.301001       -0.333691                19.3541%
        36.2524        0.734261         0.33156       -0.328711                19.3542%
        36.4636        0.734649        0.340917       -0.347736                19.3543%
        36.3032        0.732757        0.322788       -0.297636                19.3556%
        38.4524        0.725115        0.327021       -0.224438                19.3548%
        39.9974         0.71838         0.30284       -0.110322                19.3557%
        38.6546        0.721151        0.283175      -0.0915833                19.3567%
         37.001        0.726503        0.271407       -0.171847                19.358%
        36.2978        0.729842        0.267698        -0.16015                19.3572%
        40.1884        0.736643        0.292773       -0.226677                19.3556%
        36.6985        0.734022        0.248491       -0.185447                19.3574%
        37.7336        0.734333        0.242376       -0.134268                19.3591%
        38.3253        0.727438        0.198738      -0.0445448                19.3608%
        40.1176        0.730047        0.175963      -0.0284909                19.3613%
        40.3494        0.731837        0.180039      -0.0521655                19.3597%
        41.1715         0.73526        0.164669       0.0100095                19.3615%
        41.8651        0.727788        0.246915      -0.0372587                19.3632%
        40.9854        0.734238        0.208535      -0.0404639                19.365%
        36.6392        0.725873        0.228438      -0.0440738                19.3659%
        36.4906        0.728803        0.235494      -0.0883226                19.3622%
        40.6839        0.737197        0.180965      -0.0721784                19.3639%
        36.8076        0.727934        0.210365      -0.0330559                19.3644%
        36.5845        0.729423        0.231967       -0.107454                19.3661%
        36.8507        0.732311        0.246886       -0.133935                19.3679%
        39.6513        0.737944        0.206423       -0.105479                19.3692%
        41.4853        0.733851        0.189538      -0.0987563                19.3676%
        39.2005        0.733554        0.234742      -0.0945523                19.3689%
         38.287        0.728995        0.232966      -0.0525331                19.3698%
        37.3931        0.724235         0.21701       0.0107945                19.3707%
        37.4915         0.72292        0.198031       0.0601912                19.3716%
        37.7055        0.723371        0.163792       0.0870267                19.3726%
        39.8737         0.72526        0.136644        0.105606                19.3726%
         40.616        0.724661        0.116292        0.153302                19.3719%
        41.8575        0.729214        0.110675        0.135186                19.3719%
        44.6255        0.730255        0.126854        0.172391                19.3728%
          38.66         0.72219        0.127222        0.203981                19.3721%
        38.6601        0.716169        0.125648        0.226334                19.3734%
        39.3807        0.712842        0.135757         0.23061                19.3751%
          37.49        0.718586        0.161637        0.157907                19.3739%
        39.3284        0.713506        0.140797        0.212751                19.3719%
        42.3645        0.728169       0.0915602        0.220182                19.3716%
        40.9045        0.729137        0.117835         0.14788                19.3712%
         37.629         0.71753        0.160575         0.15796                19.3725%
        42.6168        0.718291        0.173532        0.207108                19.3739%
        42.5562        0.714081        0.149956        0.155946                19.3718%
        37.3843        0.725157          0.1744       0.0643185                19.3736%
         38.081        0.722818        0.173842       0.0580158                19.3741%
        38.0022        0.720466        0.153108        0.131508                19.3754%
          38.89        0.726518        0.138853        0.117435                19.3729%
         39.254        0.719609        0.187624        0.136554                19.3747%
        37.9783        0.721275        0.144203        0.175562                19.3731%
        38.4335        0.725344        0.143663         0.13032                19.3711%
        38.0132         0.71515        0.176898        0.145712                19.3711%
        41.5553        0.714867        0.212797        0.148744                19.3687%
        40.0035        0.716597        0.158926        0.131028                19.3704%
        38.3527        0.717055         0.13572         0.19971                19.3709%
         38.548        0.716713        0.150257        0.166774                19.371%
        38.5831        0.724842        0.137208        0.135143                19.3727%
        40.9632        0.718909        0.160561       0.0942204                19.3715%
         38.546        0.725649        0.201535       0.0428804                19.3728%
        41.7392        0.728827        0.190361       0.0589429                19.3737%
        39.0016        0.719478        0.183852        0.142222                19.3746%
        37.6242         0.72087        0.168686        0.134027                19.3722%
        37.6949        0.718667        0.154919        0.154372                19.3714%
        37.4543        0.719107        0.161488        0.146654                19.3719%
        38.5537        0.721861        0.126165        0.206277                19.3724%
        38.3814        0.715916        0.138472        0.205301                19.3742%
        39.4303        0.715207        0.204515        0.139977                19.3759%
        39.2278        0.719635        0.202256        0.106627                19.3776%
        37.4945        0.718349        0.181457        0.127178                19.3785%
        37.4559        0.719937         0.19396       0.0917262                19.3757%
        37.2793        0.720819        0.183524       0.0983611                19.3753%
        38.0021        0.726142        0.158538       0.0840308                19.3754%
        38.0646        0.715791        0.198091       0.0953477                19.3721%
        39.4339         0.72219        0.173811        0.139799                19.3726%
        41.6378        0.715663        0.192661       0.0591462                19.3739%
        39.0471         0.72271        0.191992      0.00575637                19.3732%
        39.8656        0.717552        0.220397       0.0932007                19.3749%
         38.013        0.719389        0.175768       0.0901011                19.3762%
        38.3249        0.717018        0.208285        0.100828                19.3767%
        41.2256        0.720262         0.17018        0.183141                19.3755%
        40.9577         0.70742        0.205994        0.175898                19.376%
        38.1646        0.714505         0.16264        0.178158                19.3773%
        38.5512        0.711748        0.160548        0.237793                19.3761%
        38.8466        0.724028        0.130129        0.150402                19.3766%
        37.5615        0.718143         0.16529        0.160517                19.3717%
        38.0813        0.719559        0.149871        0.146309                19.3726%
        37.2603        0.723399        0.180177       0.0570786                19.3739%
        36.8551        0.723798        0.213891      0.00613812                19.3752%
        36.4101        0.727284        0.234927      -0.0847162                19.3769%
         36.808        0.724116        0.244441      -0.0826046                19.377%
        38.3559        0.721326         0.21073      -0.0108519                19.3783%
        37.0911        0.721846        0.220356       0.0148525                19.3796%
        36.8024        0.726172        0.219702        -0.02574                19.3814%
        37.0551        0.721648        0.229864      -0.0250422                19.3819%
        36.7982         0.72367        0.241442      -0.0505753                19.3782%
         36.991         0.72213        0.241043      -0.0483813                19.3795%
         40.499        0.716789        0.256663       0.0245473                19.3808%
        38.1015        0.721753        0.182044       0.0492411                19.3817%
        38.7466        0.719888         0.22397      -0.0247234                19.383%
        37.5319        0.718665        0.223808       0.0229189                19.3843%
        37.3569        0.722431        0.178057       0.0678892                19.3823%
        37.9235        0.728127        0.171648       0.0363613                19.3841%
         41.484        0.732677        0.133802       0.0807639                19.3858%
        42.4506        0.718364        0.139651        0.133519                19.3854%
        43.6557        0.717511        0.148431        0.115175                19.3867%
        42.8424        0.717703        0.129767        0.158761                19.3885%
        41.8876        0.716157        0.177717        0.213782                19.3898%
        40.2366        0.715705        0.160733        0.237091                19.3903%
        43.1707        0.707527        0.220651        0.200407                19.3895%
        43.6951        0.708428        0.235011         0.16635                19.3896%
        44.0176        0.705644        0.211629        0.243965                19.3913%
        44.1778        0.704145         0.21973        0.232517                19.3905%
         43.594        0.708016        0.216319        0.212838                19.3902%
        43.1813        0.716748        0.230202        0.108826                19.3911%
        42.1198        0.721401        0.191685        0.136706                19.3911%
        41.0064        0.715311        0.225887        0.111005                19.3929%
        40.8612        0.722851         0.16245        0.167669                19.3896%
        38.4046        0.728999         0.16634       0.0514705                19.3913%
         37.644        0.721103        0.167829         0.09792                19.3893%
        37.9239        0.727417        0.171057       0.0367507                19.3911%
        40.7391        0.728113        0.220746      0.00235637                19.3928%
        37.2759        0.719326        0.184686        0.104214                19.3924%
        39.4712          0.7285        0.154924       0.0441188                19.3942%
        38.3217        0.730181         0.17351         0.01472                19.3955%
        44.6869        0.720495        0.192438      -0.0134999                19.3951%
        42.4577        0.721249        0.161111       0.0590328                19.3964%
        41.9653         0.73158        0.144755       0.0255108                19.3982%
        42.3736        0.732247        0.124358       0.0802568                19.3999%
        40.1094         0.71936        0.164751       0.0880734                19.4016%
        38.8878        0.720042        0.163456        0.174338                19.4033%
        40.8363        0.721107        0.191808        0.129329                19.4051%
        39.7234         0.71403        0.200959        0.160298                19.4068%
        40.8381         0.71468         0.19012        0.191937                19.4081%
        41.4615        0.707769        0.191749        0.245824                19.4098%
        41.1603        0.704516        0.175787        0.275681                19.4086%
        44.5776         0.70397        0.142179         0.28277                19.4104%
        42.9732        0.707298        0.215668         0.21139                19.4121%
        44.0917        0.703911        0.223406        0.221211                19.4138%
        41.9939        0.706726        0.192175        0.182225                19.4155%
        38.7721        0.711994        0.182107        0.193074                19.4173%
        39.2236        0.717485         0.17007        0.190472                19.4186%
        42.5491        0.721506         0.10351        0.187578                19.4182%
        39.8354         0.72574        0.148505        0.148633                19.4195%
        39.0564        0.720056        0.140986        0.146101                19.4213%
        39.0554        0.723551        0.126374        0.195654                19.4226%
         38.727        0.715067        0.216382       0.0999779                19.4222%
        41.4966        0.709581        0.187479        0.150789                19.4235%
        40.0316        0.711096        0.206301        0.168962                19.4198%
        38.4083        0.715988        0.157237        0.162928                19.4182%
        38.7397        0.711359        0.148574        0.273707                19.4175%
         39.186        0.707843        0.134393        0.316415                19.4163%
        44.2726        0.702333        0.158698         0.39468                19.4139%
        44.0635        0.709933        0.135697        0.376023                19.4148%
        43.0965        0.706133        0.112325        0.452522                19.4156%
        40.6723        0.702788       0.0793384        0.520355                19.417%
        41.2535        0.708827       0.0400881        0.546172                19.4183%
        40.3338        0.702372       0.0857995        0.500134                19.4192%
        40.3864        0.701293       0.0823705        0.511231                19.4142%
        42.4525        0.698616       0.0977291        0.466241                19.416%
         44.037         0.69657          0.1119        0.455965                19.4177%
        44.7832        0.700682        0.109747        0.386656                19.4194%
        46.3539        0.698552        0.191278        0.362545                19.4207%
        48.4719        0.700847       0.0966571        0.383334                19.4224%
        40.7766        0.704681        0.113992        0.365075                19.4225%
        39.9308        0.711296        0.116633        0.361747                19.4238%
        39.4457        0.709648        0.159169        0.276404                19.423%
        38.8708        0.708731        0.125401        0.331538                19.4243%
        39.1308        0.707738        0.130095        0.332924                19.424%
        39.6312        0.710006        0.128987        0.343533                19.4245%
        38.9875        0.708098        0.121542        0.343657                19.4254%
        38.4508        0.711398        0.113038        0.328656                19.4246%
        44.7075         0.71492       0.0606825        0.326525                19.4259%
        43.3842        0.722081       0.0328059        0.397862                19.4276%
         43.431        0.721855       0.0323519        0.371167                19.4264%
        43.1656        0.720568       0.0503764        0.403607                19.4265%
        43.1873        0.718033       0.0493951        0.340733                19.4253%
        39.4995        0.717216       0.0946305        0.331918                19.427%
        38.9091        0.716881        0.105806        0.307127                19.4283%
        43.3061        0.714558        0.115132        0.364299                19.4288%
        40.2516        0.704941        0.125617        0.351143                19.4305%
        43.0259        0.702696        0.137199        0.324967                19.4322%
        39.9296        0.709693        0.167277        0.267549                19.4315%
        40.5204        0.707035        0.170913        0.282701                19.4328%
        41.3365        0.706438        0.151951        0.262247                19.4316%
        41.5121        0.702441        0.150232        0.369927                19.4329%
        39.1794        0.708395       0.0906194        0.422279                19.4313%
         39.799        0.704789        0.110642        0.393047                19.4293%
        39.6277         0.70538        0.112103        0.385312                19.431%
        41.2972        0.707967       0.0723997        0.397992                19.4323%
        39.6171        0.704742       0.0843385        0.446745                19.434%
        40.4698        0.700759       0.0618873        0.532128                19.4353%
        42.2252        0.696719       0.0673207        0.615301                19.4358%
        43.6916        0.706162       0.0281602        0.623042                19.4367%
        47.1898        0.712423       0.0242547        0.583375                19.4363%
        44.7471        0.710388       0.0592284        0.526134                19.4372%
        41.6444        0.699081       0.0159183        0.622845                19.4377%
        45.8953        0.701397      0.00922427        0.567881                19.439%
        42.7561        0.715935       0.0379621        0.480437                19.4399%
        40.4768        0.707552       0.0803699        0.474956                19.4408%
        43.9643        0.701665        0.129589        0.462687                19.4367%
        41.6818        0.701911       0.0828474        0.536051                19.438%
        41.5314        0.700997       0.0891469        0.526748                19.4381%
        43.4905        0.696327        0.133305        0.465655                19.4394%
        41.5039        0.701157        0.138454        0.398897                19.4369%
        42.2736         0.69887        0.131656        0.422669                19.4378%
        42.2052        0.699694        0.126634         0.40718                19.4313%
        43.1725        0.697407        0.114879        0.449895                19.433%
        40.6263        0.702089        0.102499        0.433329                19.4314%
        39.7047        0.707331       0.0849516         0.45483                19.4327%
        41.0021        0.704352        0.117759         0.43154                19.4332%
        42.6101        0.701809         0.13402        0.349662                19.4316%
        39.5098        0.711377        0.118754        0.350622                19.4333%
        38.7803        0.710602        0.105797        0.335881                19.4346%
        40.6932        0.710072        0.135003        0.345352                19.4342%
        39.0668         0.70856        0.125763        0.345717                19.4343%
        40.3995        0.713646       0.0782356        0.335689                19.4339%
          38.36        0.712623         0.11505        0.316959                19.4344%
        39.9965        0.718883       0.0975406        0.249198                19.4341%
        38.3063        0.717768        0.115257        0.263406                19.4354%
        38.7251        0.716401        0.122229        0.282432                19.4371%
        38.7864        0.715888        0.117455        0.297054                19.4375%
        39.6225        0.716051        0.118173        0.307676                19.4364%
        39.0414        0.710101        0.100654        0.346263                19.4377%
        39.9641        0.706983        0.154803        0.309056                19.4365%
        42.1582        0.710106       0.0685921         0.37437                19.4361%
        41.0872        0.720127       0.0661055        0.358797                19.4378%
        39.9433        0.703875       0.0952327        0.460465                19.4375%
        40.8129        0.710912       0.0731191        0.369567                19.4318%
        40.0422        0.715631       0.0930491        0.286825                19.4314%
        41.2801        0.722655       0.0787576        0.308705                19.4331%
        41.7014        0.721021       0.0943958        0.314875                19.4344%
        41.6036        0.724103       0.0882937        0.220339                19.4353%
        40.5665        0.718412        0.149718        0.126063                19.4362%
        38.3597        0.727221        0.159044       0.0866503                19.4379%
        39.2241        0.724097        0.134142        0.129444                19.4392%
        39.5925         0.72127        0.161165        0.174425                19.4401%
        39.4973        0.716087        0.145555        0.170535                19.4418%
         39.351        0.710303        0.190552        0.187308                19.4435%
        38.2764        0.720729        0.145684        0.141677                19.444%
        40.1492        0.712848        0.186587        0.121453                19.4453%
        39.7841        0.713261        0.235926       0.0795512                19.4453%
        41.8572        0.706883        0.223883        0.147629                19.4466%
        41.5607        0.708093        0.222403        0.123505                19.4467%
        40.8372        0.710175        0.229812       0.0872737                19.448%
        38.7192        0.714797        0.205639        0.126999                19.4468%
        37.9366        0.719008        0.175696         0.14587                19.4481%
        38.8127        0.720221        0.161862        0.174461                19.4453%
        40.0306        0.726065        0.134968        0.167527                19.447%
        40.9191        0.724455       0.0980864        0.201257                19.445%
        37.8871        0.716216        0.172418        0.171582                19.4459%
        38.5473        0.712257        0.179517        0.185711                19.4463%
        39.8883        0.715373        0.214857        0.122094                19.4464%
        41.6644        0.709537        0.197087        0.132987                19.4469%
        40.4468        0.712959        0.166688        0.154201                19.4486%
        37.4473        0.718161        0.168705        0.145143                19.4494%
        37.9522        0.716062        0.156042        0.175604                19.4499%
        38.3631         0.71798        0.139466        0.229554                19.45%
        38.5502        0.718113        0.150705        0.211893                19.4513%
        37.9493        0.718968        0.166095        0.164361                19.453%
        38.1756        0.719839        0.164999        0.162631                19.4506%
        37.9874        0.716627         0.13694        0.212125                19.451%
        37.9642        0.714845        0.164359        0.196954                19.4519%
        38.9598        0.710832        0.177858        0.209484                19.4511%
        38.9165        0.710595        0.155941        0.265408                19.452%
        40.7022        0.707498        0.185178        0.248771                19.4537%
        44.4216        0.701762        0.221559        0.218269                19.455%
        47.4242        0.701091        0.217332        0.295483                19.4555%
        46.0142        0.700641        0.235125        0.221784                19.4572%
        39.0606        0.710986         0.17432        0.224662                19.4556%
        39.0404        0.712127        0.181247        0.203916                19.4565%
        39.7417        0.707959        0.165305        0.246484                19.4557%
        39.8854        0.717617        0.136981        0.260269                19.4558%
        38.2701         0.71385        0.112661        0.302753                19.4567%
        40.7309        0.723055       0.0914523        0.278151                19.4551%
        40.7514        0.704551        0.157615         0.32577                19.4564%
        39.2667        0.709615        0.170794        0.219731                19.4544%
        39.5555        0.708376        0.161358        0.248917                19.4536%
        40.3581        0.714298        0.131583        0.210539                19.4463%
        39.5625        0.725963        0.120639        0.162387                19.4476%
        39.6513        0.713764        0.183263        0.200105                19.446%
        40.8341        0.713639        0.135518        0.204946                19.446%
        40.0931         0.71082        0.169396        0.182523                19.4473%
        38.3929        0.715869        0.165928        0.199876                19.4441%
        46.0213        0.713661        0.154513        0.129608                19.4359%
        41.9415        0.711626        0.201814       0.0913853                19.4368%
        41.4557        0.712214        0.176532        0.134801                19.4369%
        38.9401        0.715234        0.162115        0.222257                19.4386%
         38.075        0.719447         0.12961        0.203454                19.4366%
        41.1952        0.720903        0.152874        0.209058                19.4367%
        39.7961        0.720998       0.0993831        0.233661                19.4384%
         43.732        0.725045       0.0988766        0.164671                19.436%
        42.3562        0.729054        0.100733        0.197879                19.4377%
        40.9251        0.720053        0.112632        0.191822                19.4385%
        38.5523        0.715298        0.154417        0.230419                19.439%
        37.9583        0.715532        0.160945        0.200864                19.4399%
        38.6305        0.711362        0.166871        0.223008                19.4412%
        38.5207        0.713395        0.160985        0.230103                19.442%
         38.192         0.71732        0.161823        0.191966                19.4392%
        38.2091        0.719183        0.156534        0.184814                19.4401%
        37.8184        0.716505        0.199547        0.107267                19.4398%
        41.9885         0.70851        0.246307       0.0988532                19.4411%
        41.1627        0.712271        0.250411       0.0726356                19.4427%
        39.9866        0.712015        0.237317       0.0712685                19.4444%
        40.3897        0.712271        0.251008       0.0467014                19.4457%
        49.7184        0.706085        0.296891       0.0873641                19.4474%
        48.7758         0.70756         0.29245       0.0809012                19.4483%
        47.9536        0.704821        0.305903       0.0398539                19.4496%
        43.2075        0.710275        0.258544       0.0912994                19.4505%
        42.0385        0.708126        0.212642        0.126266                19.4522%
        41.5614        0.710646        0.254241        0.071733                19.4535%
        43.9419        0.707932        0.224163       0.0885199                19.4551%
        37.5051        0.719893        0.196837       0.0877384                19.4556%
        37.2456        0.719717        0.179549        0.105837                19.454%
         38.978        0.718147        0.198696       0.0433375                19.4557%
        40.3244        0.717882        0.247411       0.0362515                19.4574%
        40.9562        0.734839        0.187994      -0.0153287                19.4591%
        38.0429        0.730598        0.202858      -0.0218431                19.4608%
        37.6737        0.722199        0.275483        -0.12844                19.4613%
        36.6664        0.726322        0.259266       -0.106776                19.463%
        36.8124        0.723564        0.253658       -0.082612                19.4647%
        41.5732        0.720722        0.250855       -0.113211                19.466%
        37.9921         0.72873        0.229587      -0.0471266                19.4672%
        39.9862        0.730569        0.194793      -0.0770565                19.4673%
        40.9559        0.734976        0.201797       -0.131456                19.4686%
        38.5191        0.730728         0.27545       -0.149291                19.4695%
        38.0917        0.723263        0.245727       -0.100035                19.4703%
        38.6174        0.727424        0.256298      -0.0793723                19.472%
        36.5712        0.725862        0.266391       -0.139517                19.4713%
        37.7235        0.723402        0.293697        -0.14881                19.4684%
        37.2948        0.725315        0.277869        -0.17346                19.4697%
        37.4913        0.725496        0.271004       -0.167113                19.4714%
        39.1082        0.740734        0.234076       -0.194102                19.4715%
        37.8391        0.736196        0.227477       -0.160963                19.4707%
        40.7319        0.726708        0.251169      -0.0436264                19.4675%
        36.8221        0.726414        0.235303      -0.0937497                19.4676%
        37.3078        0.738133        0.251946       -0.212946                19.4688%
        38.1983        0.738584        0.235713        -0.17867                19.4701%
        39.0673        0.739994        0.245924       -0.193284                19.4685%
        43.9416        0.742671        0.180962       -0.117407                19.4702%
        47.6051          0.7436        0.255434         -0.1872                19.4707%
          40.07        0.743285        0.236964       -0.226351                19.4708%
         39.598        0.738213        0.232525       -0.142389                19.4708%
        36.3826        0.729008        0.237379       -0.100174                19.4717%
        37.7821        0.723953        0.291746       -0.142941                19.4717%
        36.9423        0.727452        0.273737       -0.138588                19.4734%
        38.4924        0.731867         0.24894       -0.198764                19.4731%
        36.2078        0.732889        0.286143       -0.224014                19.4735%
        38.5065        0.735123        0.282632       -0.206107                19.4707%
        36.6827        0.734859        0.281213       -0.273431                19.4716%
        38.7303        0.736721        0.271787       -0.291261                19.4717%
        38.3222        0.738322        0.260486       -0.270457                19.4729%
        38.3199        0.737886        0.254498       -0.188677                19.4738%
        40.9454        0.733958        0.228245       -0.188525                19.4739%
        37.4216        0.732798        0.244911       -0.184088                19.4756%
        38.0762        0.726467        0.334647       -0.257762                19.4736%
        36.1895        0.732089        0.271339       -0.215174                19.4749%
        37.4381         0.72706        0.283856       -0.210023                19.4737%
        36.5976        0.726194        0.265188       -0.144813                19.4741%
        36.4155        0.728485        0.254093       -0.146506                19.4738%
        36.6076        0.731955        0.241691       -0.128904                19.4743%
        39.8117        0.722935        0.296641        -0.20921                19.4755%
        37.9436        0.740063        0.260445       -0.271673                19.4768%
        40.5886        0.730862        0.310595       -0.205089                19.4752%
         38.454        0.729113        0.228913       -0.129737                19.4761%
        37.2907        0.727721        0.235374      -0.0579646                19.4749%
        37.5329        0.723327        0.244988      -0.0361439                19.4746%
        39.3408        0.725151        0.169852       0.0304662                19.4759%
        38.7395        0.716658        0.225734       0.0710712                19.4747%
          39.06        0.722233        0.187832       0.0194485                19.476%
        37.0253        0.726846        0.241408      -0.0661709                19.4773%
        38.2828        0.722979         0.27828      -0.0957238                19.4773%
        36.5421         0.72733        0.222752      -0.0584028                19.4786%
        37.1056        0.722281        0.256032      -0.0769804                19.4803%
        36.7118        0.723799        0.233717      -0.0517361                19.4811%
        37.0879        0.731034        0.217319      -0.0933325                19.4816%
        36.9067        0.723779        0.261092       -0.108571                19.4825%
        37.4958        0.732447        0.212909      -0.0980455                19.4842%
        36.7293        0.732569        0.254036        -0.15123                19.4846%
         38.882        0.731003        0.212655       -0.111976                19.4851%
        38.3991        0.721118        0.260192      -0.0405462                19.4864%
        38.1225        0.718883        0.241329      -0.0310823                19.4876%
        39.4033        0.722955        0.245714      -0.0101547                19.4877%
        36.4533        0.727247        0.256362       -0.113797                19.4894%
        36.1498        0.729027        0.270436       -0.170079                19.4894%
        38.2762        0.724015        0.325412       -0.232182                19.4854%
        36.3719        0.729976        0.249959       -0.150605                19.4859%
        36.5253        0.729187        0.245842       -0.107383                19.4876%
        37.6602        0.730336        0.221661      -0.0549211                19.4848%
        41.8752        0.728114        0.248688      -0.0438859                19.4832%
        40.3068        0.716077        0.292204      -0.0770379                19.484%
        39.6163        0.716507        0.280332      -0.0633404                19.4849%
        39.0596        0.714753        0.238617       0.0487779                19.485%
        39.7651        0.711966        0.229715       0.0884104                19.4867%
        37.9798        0.724384        0.210316        0.031653                19.4883%
        37.0127        0.725276        0.211918       0.0021997                19.49%
        38.3563        0.726027        0.195275      -0.0248798                19.4905%
         37.155        0.723394        0.265479      -0.0926956                19.4897%
        36.5336        0.726397        0.242605       -0.100486                19.4898%
        37.0888        0.726973        0.256371       -0.095824                19.4862%
        40.4161        0.729692        0.218517      -0.0124397                19.4878%
        37.6174        0.721263        0.218239      -0.0135698                19.4895%
        40.9734        0.734103         0.17994      0.00656938                19.4892%
         37.554        0.726663        0.205261        0.011306                19.4896%
         37.094        0.729435        0.206571      -0.0362861                19.484%
        38.9443        0.728961        0.192498       0.0274803                19.4857%
        39.3947        0.731534        0.177002      -0.0303077                19.4869%
        42.3151        0.740481        0.199925      -0.0964553                19.4862%
        39.3208        0.736811        0.217542       -0.163583                19.485%
        36.6175        0.733729        0.244244       -0.159834                19.4863%
         38.656        0.732896        0.218576       -0.136985                19.4868%
        37.1514        0.732513        0.236105       -0.155485                19.488%
         37.719        0.734385        0.245599        -0.14039                19.4889%
        36.4125        0.727277        0.280552        -0.17703                19.4898%
        37.4092        0.735868        0.244295       -0.162761                19.4898%
        36.0772        0.732988        0.268237       -0.204447                19.4891%
        40.4569         0.72744        0.268502       -0.214381                19.4887%
        39.9423        0.732263        0.268482       -0.257233                19.4904%
        39.4515        0.724506        0.329776       -0.281198                19.4908%
        37.3934        0.728109        0.330735       -0.301326                19.4905%
        41.0112         0.72088        0.350515       -0.267562                19.4913%
        39.4831        0.722398        0.338743       -0.248415                19.4914%
        37.9458        0.728164        0.340836       -0.282297                19.4894%
